From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Length,Interacts with
CD81,E9PPF5,unreviewed,E9PPF5_HUMAN,CD81 molecule,CD81,51,
CD81,E9PQV4,unreviewed,E9PQV4_HUMAN,CD81 molecule,CD81,99,
CD81,E9PRJ8,unreviewed,E9PRJ8_HUMAN,Tetraspanin,CD81,209,
CD81,H0YDJ9,unreviewed,H0YDJ9_HUMAN,Tetraspanin,CD81,225,
CD81,H0YDL9,unreviewed,H0YDL9_HUMAN,Tetraspanin,CD81,221,
CD81,H0YEE2,unreviewed,H0YEE2_HUMAN,CD81 molecule,CD81,303,
ASCC2,Q9H1I8,reviewed,ASCC2_HUMAN,Activating signal cointegrator 1 complex subunit 2 (ASC-1 complex subunit p100) (Trip4 complex subunit p100),ASCC2 ASC1P100 RQT3,757,Q8N3C0; Q9BW62; Q99633
ASCC2,A0A024R1E1,unreviewed,A0A024R1E1_HUMAN,"Activating signal cointegrator 1 complex subunit 2, isoform CRA_a",ASCC2 hCG_41640,643,
ASCC2,A0A024R1F9,unreviewed,A0A024R1F9_HUMAN,"Activating signal cointegrator 1 complex subunit 2, isoform CRA_c",ASCC2 hCG_41640,757,
ASCC2,B1AH59,unreviewed,B1AH59_HUMAN,Activating signal cointegrator 1 complex subunit 2,ASCC2,240,
ASCC2,F2Z2W4,unreviewed,F2Z2W4_HUMAN,Activating signal cointegrator 1 complex subunit 2,ASCC2,37,
ASCC2,H7C395,unreviewed,H7C395_HUMAN,Activating signal cointegrator 1 complex subunit 2,ASCC2,54,
ASCC2,H7C3Y4,unreviewed,H7C3Y4_HUMAN,Activating signal cointegrator 1 complex subunit 2,ASCC2,87,
ACIN1,Q9UKV3,reviewed,ACINU_HUMAN,Apoptotic chromatin condensation inducer in the nucleus (Acinus),ACIN1 ACINUS KIAA0670,1341,P61457; Q9H307; Q15287-1; Q9BZZ5
ACIN1,A0A087WYN3,unreviewed,A0A087WYN3_HUMAN,Apoptotic chromatin condensation inducer 1,ACIN1,82,
ACIN1,A0A087X0D2,unreviewed,A0A087X0D2_HUMAN,Apoptotic chromatin condensation inducer 1,ACIN1,36,
ACIN1,E7EQT4,unreviewed,E7EQT4_HUMAN,Apoptotic chromatin condensation inducer 1,ACIN1,1301,
ACIN1,G3V3B0,unreviewed,G3V3B0_HUMAN,Apoptotic chromatin condensation inducer 1,ACIN1,582,
ACIN1,G3V3T3,unreviewed,G3V3T3_HUMAN,Apoptotic chromatin condensation inducer 1,ACIN1,194,
ACIN1,S4R3H4,unreviewed,S4R3H4_HUMAN,Apoptotic chromatin condensation inducer 1,ACIN1,1283,
BCL11B,Q9C0K0,reviewed,BC11B_HUMAN,B-cell lymphoma/leukemia 11B (BCL-11B) (B-cell CLL/lymphoma 11B) (COUP-TF-interacting protein 2) (Radiation-induced tumor suppressor gene 1 protein) (hRit1),BCL11B CTIP2 RIT1,894,Q13547; Q92769; O43463
BCL11B,D3YTK1,unreviewed,D3YTK1_HUMAN,BAF chromatin remodeling complex subunit BCL11B,BCL11B,700,
BCL11B,L8B567,unreviewed,L8B567_HUMAN,"ATL1-gamma zinc finger protein (B-cell CLL/lymphoma 11B (Zinc finger protein), isoform CRA_a)",ATL1-gamma BCL11B hCG_1657560,823,
BCL11B,L8B7P7,unreviewed,L8B7P7_HUMAN,"ATL1-alpha zinc finger protein (B-cell CLL/lymphoma 11B (Zinc finger protein), isoform CRA_b)",ATL1-alpha BCL11B hCG_1657560,894,
TSPO,B1AH88,reviewed,TSPOB_HUMAN,Putative peripheral benzodiazepine receptor-related protein,TSPO PBRS,102,
TSPO,P30536,reviewed,TSPO_HUMAN,Translocator protein (Mitochondrial benzodiazepine receptor) (PKBS) (Peripheral-type benzodiazepine receptor) (PBR),TSPO BZRP MBR,169,Q86WK6; Q8IUN9; Q96BA8; Q5JX71; P32942; Q9H3M0; A8MZ59; Q8TAF8; Q6UWN5; Q6FHY5; Q68D85; P15151; Q9NUH8; Q9P0T7
TSPO,B1AH87,unreviewed,B1AH87_HUMAN,Translocator protein,TSPO,107,
TSPO,J3QLD3,unreviewed,J3QLD3_HUMAN,Translocator protein,TSPO,65,
TFPI2,P48307,reviewed,TFPI2_HUMAN,Tissue factor pathway inhibitor 2 (TFPI-2) (Placental protein 5) (PP5),TFPI2,235,
TFPI2,A0A3B3IRW1,unreviewed,A0A3B3IRW1_HUMAN,Tissue factor pathway inhibitor 2,TFPI2,169,
TFPI2,A0A3B3IS67,unreviewed,A0A3B3IS67_HUMAN,Tissue factor pathway inhibitor,TFPI2 hCG_19196,241,
TFPI2,A0A3B3ISY1,unreviewed,A0A3B3ISY1_HUMAN,Tissue factor pathway inhibitor 2,TFPI2,161,
TFPI2,A4ZVU7,unreviewed,A4ZVU7_HUMAN,TFPI2 variant,TFPI2,95,
TFPI2,H7C4A3,unreviewed,H7C4A3_HUMAN,Tissue factor pathway inhibitor 2,TFPI2,107,
FOXP3,Q9BZS1,reviewed,FOXP3_HUMAN,"Forkhead box protein P3 (Scurfin) [Cleaved into: Forkhead box protein P3, C-terminally processed; Forkhead box protein P3 41 kDa form]",FOXP3 IPEX JM2,431,P53539; Q9UKT9; Q9BYR6; Q3LI66; Q8IUC2; P62136; P86479; P86480; P86478; Q93062; Q93062-3; P35398-4; Q9UNE7; Q9H0E7; Q8TF47-3; PRO_0000449621 [P0DTD1]; Q8WUI4; Q92993; P11309-1; Q8WUI4
FOXP3,A0A494BZV0,unreviewed,A0A494BZV0_HUMAN,Forkhead box P3,FOXP3,154,
FOXP3,A0A494C0B0,unreviewed,A0A494C0B0_HUMAN,Forkhead box P3,FOXP3,335,
FOXP3,A0A494C1K1,unreviewed,A0A494C1K1_HUMAN,Forkhead box protein P3,FOXP3,54,
FOXP3,A0A804HK12,unreviewed,A0A804HK12_HUMAN,Forkhead box P3,FOXP3,89,
FOXP3,B7ZLG1,unreviewed,B7ZLG1_HUMAN,FOXP3 protein (Forkhead box P3),FOXP3,454,
QTRT1,Q9BXR0,reviewed,TGT_HUMAN,Queuine tRNA-ribosyltransferase catalytic subunit 1 (EC 2.4.2.64) (Guanine insertion enzyme) (tRNA-guanine transglycosylase),QTRT1 TGT TGUT,403,Q9H974
QTRT1,B2RAR3,unreviewed,B2RAR3_HUMAN,Queuine tRNA-ribosyltransferase catalytic subunit 1 (EC 2.4.2.64) (Guanine insertion enzyme) (tRNA-guanine transglycosylase),QTRT1,403,
QTRT1,K7EJ21,unreviewed,K7EJ21_HUMAN,Queuine tRNA-ribosyltransferase catalytic subunit 1,QTRT1,203,
QTRT1,K7EL95,unreviewed,K7EL95_HUMAN,Queuine tRNA-ribosyltransferase catalytic subunit 1,QTRT1,136,
QTRT1,K7EPI1,unreviewed,K7EPI1_HUMAN,Queuine tRNA-ribosyltransferase catalytic subunit 1,QTRT1,124,
QTRT1,K7ESP6,unreviewed,K7ESP6_HUMAN,Queuine tRNA-ribosyltransferase catalytic subunit 1,QTRT1,180,
QTRT1,Q71RF8,unreviewed,Q71RF8_HUMAN,"FP3235 (Queuine tRNA-ribosyltransferase 1 (TRNA-guanine transglycosylase), isoform CRA_b)",QTRT1 hCG_2033722,225,
NR1I2,O75469,reviewed,NR1I2_HUMAN,Nuclear receptor subfamily 1 group I member 2 (Orphan nuclear receptor PAR1) (Orphan nuclear receptor PXR) (Pregnane X receptor) (Steroid and xenobiotic receptor) (SXR),NR1I2 PXR,434,P08238; Q15788
NR1I2,B6ZGT1,unreviewed,B6ZGT1_HUMAN,Orphan nuclear receptor PXR,NR1I2,434,
NR1I2,F1D8P9,unreviewed,F1D8P9_HUMAN,"Nuclear receptor subfamily 1, group I, member 2, isoform CRA_b (Pregnane X nuclear receptor variant 2)",NR1i2 NR1I2 hCG_21777,473,
NR1I2,F1DAL3,unreviewed,F1DAL3_HUMAN,Pregnane X nuclear receptor,NR1I2,470,
NR1I2,H0Y8E2,unreviewed,H0Y8E2_HUMAN,"Nuclear receptor subfamily 1 group I member 2 (Nuclear receptor subfamily 1, group I, member 2, isoform CRA_c)",NR1I2 hCG_21777,397,
NR1I2,J3KPQ3,unreviewed,J3KPQ3_HUMAN,"Nuclear receptor subfamily 1 group I member 2 (Nuclear receptor subfamily 1, group I, member 2, isoform CRA_a)",NR1I2 hCG_21777,434,
NR1I2,Q9H4M8,unreviewed,Q9H4M8_HUMAN,PAR2,NR1I2,9,
TRIT1,Q9H3H1,reviewed,MOD5_HUMAN,tRNA dimethylallyltransferase (EC 2.5.1.75) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (hGRO1) (tRNA isopentenyltransferase 1) (IPTase),TRIT1 IPT MOD5,467,Q7Z699
TRIT1,A0A3B3ITK2,unreviewed,A0A3B3ITK2_HUMAN,tRNA isopentenyltransferase 1,TRIT1,72,
TRIT1,B4DK89,unreviewed,B4DK89_HUMAN,"cDNA FLJ60623, highly similar to tRNA isopentenyltransferase, mitochondrial (tRNA isopentenyltransferase 1)",TRIT1,143,
TRIT1,I6L9K0,unreviewed,I6L9K0_HUMAN,TRIT1 protein,TRIT1,272,
TRIT1,Q3T7B4,unreviewed,Q3T7B4_HUMAN,tRNA isopentenylpyrophosphate transferase isoform 7 (tRNA isopentenyltransferase 1),TRIT1,85,
TRIT1,Q3T7B8,unreviewed,Q3T7B8_HUMAN,tRNA isopentenylpyrophosphate transferase isoform 5,TRIT1,221,
TRIT1,Q3T7C3,unreviewed,Q3T7C3_HUMAN,tRNA isopentenylpyrophosphate transferase isoform 4,TRIT1,87,
TRIT1,Q3T7C5,unreviewed,Q3T7C5_HUMAN,tRNA isopentenylpyrophosphate transferase isoform 3,TRIT1,360,
TRIT1,Q3T7C6,unreviewed,Q3T7C6_HUMAN,tRNA isopentenylpyrophosphate transferase isoform 2,TRIT1,178,
TRIT1,Q3T7C7,unreviewed,Q3T7C7_HUMAN,tRNA isopentenylpyrophosphate transferase isoform 1 (EC 2.5.1.8),TRIT1,411,
TRIT1,S4R2X1,unreviewed,S4R2X1_HUMAN,tRNA isopentenyltransferase 1,TRIT1,140,
TRIT1,S4R2Z0,unreviewed,S4R2Z0_HUMAN,tRNA isopentenyltransferase 1,TRIT1,349,
TRIT1,S4R3C5,unreviewed,S4R3C5_HUMAN,tRNA isopentenyltransferase 1,TRIT1,81,
TRIT1,S4R3F4,unreviewed,S4R3F4_HUMAN,tRNA isopentenyltransferase 1,TRIT1,63,
TRIT1,S4R3U8,unreviewed,S4R3U8_HUMAN,tRNA isopentenyltransferase 1,TRIT1,170,
KIR2DL3,P43628,reviewed,KI2L3_HUMAN,Killer cell immunoglobulin-like receptor 2DL3 (CD158 antigen-like family member B2) (KIR-023GB) (Killer inhibitory receptor cl 2-3) (NKAT2a) (NKAT2b) (Natural killer-associated transcript 2) (NKAT-2) (p58 natural killer cell receptor clone CL-6) (p58 NK receptor CL-6) (p58.2 MHC class-I-specific NK receptor) (CD antigen CD158b2),KIR2DL3 CD158B2 KIRCL23 NKAT2,341,Q9UHX3; Q6RW13-2; Q9NVV5-2; Q86W74-2; P02652; P05090; Q96PS8; P07306; O15342; O95393; Q6PL45-2; Q8WVV5; O14735; Q8N5K1; Q8N6F1-2; Q9NWW5; O75208; Q07325; O43169; Q9BQA9; P50402; Q5JX71; Q92520; Q9BWH2; P01350; P48165; Q9NPR9; Q8TED1; P01889; P10321; Q53YP1; Q01628; Q9Y5U4; P11215; Q8N5M9; P43628; Q86UP2-3; O43561-2; A8MZ59; Q8TAF8; Q9NZG7; Q8IXM6; P42857; Q6UX06; P26678; Q96GM1; Q06124; P29350; Q8N8N0; Q5QGT7; O75396; Q9NVC3; B2RUZ4; Q6UX34; P07204; A2RU14; Q9H0R3; Q9BU79; Q8N661; Q5BJF2; Q9Y228; Q5BVD1; O75841; O00526; O95183
KIR2DL3,A0A0C4ZLV8,unreviewed,A0A0C4ZLV8_HUMAN,Killer cell immunoglobulin-like receptor (Killer cell immunoglobulin-like receptor 2DL3) (Killer cell immunoglobulin-like receptor two domains long cytoplasmic tail 3),KIR2DL3,341,
KIR2DL3,A0A0G2JNW9,unreviewed,A0A0G2JNW9_HUMAN,Killer cell immunoglobulin-like receptor 2DL3,KIR2DL3,341,
KIR2DL3,A0A0G2JPP8,unreviewed,A0A0G2JPP8_HUMAN,Killer cell immunoglobulin-like receptor 2DL3,KIR2DL3,349,
KIR2DL3,A0A191URJ0,unreviewed,A0A191URJ0_HUMAN,KIR2DL3 (Killer cell immunoglobulin-like receptor) (Killer cell immunoglobulin-like receptor 2DL3),KIR2DL3 KIR2DL32DL3*00501_extension_1,341,
KIR2DL3,A0A2I2JL05,unreviewed,A0A2I2JL05_HUMAN,KIR2DL3 (Killer cell immunoglobulin-like receptor),KIR2DL3,341,
KIR2DL3,A0A2R4FYL5,unreviewed,A0A2R4FYL5_HUMAN,Killer cell immunoglobulin-like receptor 2DL2,KIR2DL3,348,
KIR2DL3,A0A376A8J1,unreviewed,A0A376A8J1_HUMAN,KIR2DL3 protein,KIR2DL3,243,
KIR2DL3,A0A376A8L8,unreviewed,A0A376A8L8_HUMAN,KIR2DL3 protein,KIR2DL3,367,
KIR2DL3,A0A376A8S8,unreviewed,A0A376A8S8_HUMAN,KIR2DL3 protein,KIR2DL3,324,
KIR2DL3,A0A376A8T5,unreviewed,A0A376A8T5_HUMAN,KIR2DL3 protein,KIR2DL3,291,
KIR2DL3,A0A376A8U6,unreviewed,A0A376A8U6_HUMAN,KIR2DL3 protein,KIR2DL3,243,
KIR2DL3,C6EVR6,unreviewed,C6EVR6_HUMAN,KIR2DL3,KIR2DL3,337,
KIR2DL3,C6EVR7,unreviewed,C6EVR7_HUMAN,KIR2DL3,KIR2DL3,337,
KIR2DL3,C6EVS1,unreviewed,C6EVS1_HUMAN,KIR2DL3,KIR2DL3,337,
KIR2DL3,C6EVS2,unreviewed,C6EVS2_HUMAN,KIR2DL3,KIR2DL3,337,
KIR2DL3,E3NZD3,unreviewed,E3NZD3_HUMAN,KIR2DL2 (Killer cell immunoglobulin-like receptor),KIR2DL3 KIR2DL2,348,
KIR2DL3,E3NZD7,unreviewed,E3NZD7_HUMAN,KIR2DL3,KIR2DL3,349,
KIR2DL3,E3NZD8,unreviewed,E3NZD8_HUMAN,KIR2DL3 (Killer cell immunoglobulin-like receptor) (Killer cell immunoglobulin-like receptor two domains long cytoplasmic tail 3),KIR2DL3 KIR2DL32DL3*00110_extension_1,341,
KIR2DL3,K7QT48,unreviewed,K7QT48_HUMAN,KIR2DL3,KIR2DL3,341,
KIR2DL3,Q32WE4,unreviewed,Q32WE4_HUMAN,Natural killer cell inhibitory receptor,KIR2DL3,341,
KIR2DL3,Q8N742,unreviewed,Q8N742_HUMAN,KIR2DL2 (Killer cell immunoglobulin-like receptor 2DL2) (Killer cell immunoglobulin-like receptor two domains long cytoplasmic tail 2),KIR2DL2 KIR2DL3,348,
KIR2DL3,Q9UPI8,unreviewed,Q9UPI8_HUMAN,Natural killer-associated transcript 2,KIR2DL3,239,
FCER2,P06734,reviewed,FCER2_HUMAN,Low affinity immunoglobulin epsilon Fc receptor (BLAST-2) (C-type lectin domain family 4 member J) (Fc-epsilon-RII) (Immunoglobulin E-binding factor) (Lymphocyte IgE receptor) (CD antigen CD23) [Cleaved into: Low affinity immunoglobulin epsilon Fc receptor membrane-bound form; Low affinity immunoglobulin epsilon Fc receptor soluble form],FCER2 CD23A CLEC4J FCE2 IGEBF,321,P17544
FCER2,K3W4U1,unreviewed,K3W4U1_HUMAN,Fc epsilon receptor II,FCER2,320,
FCER2,M0R1R5,unreviewed,M0R1R5_HUMAN,Fc epsilon receptor II,FCER2,159,
FCER2,Q30218,unreviewed,Q30218_HUMAN,CD23 antigen,FCER2,17,
FCER2,Q30219,unreviewed,Q30219_HUMAN,FCER2 protein,FCER2,50,
GALK1,P51570,reviewed,GALK1_HUMAN,Galactokinase (EC 2.7.1.6) (Galactose kinase),GALK1 GALK,392,Q9NPJ4
GALK1,E5LAN0,unreviewed,E5LAN0_HUMAN,Galactokinase 1 (EC 2.7.1.6),GALK1,63,
GALK1,K7EII7,unreviewed,K7EII7_HUMAN,Galactokinase 1,GALK1,362,
GALK1,K7ERJ9,unreviewed,K7ERJ9_HUMAN,Galactokinase 1,GALK1,120,
GALK1,K7ERN9,unreviewed,K7ERN9_HUMAN,Galactokinase 1,GALK1,173,
GALK1,Q71UH7,unreviewed,Q71UH7_HUMAN,Galactokinase,GALK1,264,
OCLN,Q16625,reviewed,OCLN_HUMAN,Occludin,OCLN,522,Q9BXN2; P49674; P50570-2; Q8TED1; P19404; O15162; Q8N205; P24723
OCLN,A0A0G2JMZ8,unreviewed,A0A0G2JMZ8_HUMAN,Occludin,OCLN,522,
OCLN,A0A0G2JPF2,unreviewed,A0A0G2JPF2_HUMAN,Occludin,OCLN,130,
OCLN,A0A7P0T9T6,unreviewed,A0A7P0T9T6_HUMAN,Occludin,OCLN,464,
OCLN,A0A7P0TB95,unreviewed,A0A7P0TB95_HUMAN,Occludin,OCLN,323,
UBE2Z,Q9H832,reviewed,UBE2Z_HUMAN,Ubiquitin-conjugating enzyme E2 Z (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Z) (Uba6-specific E2 conjugating enzyme 1) (Use1) (Ubiquitin carrier protein Z) (Ubiquitin-protein ligase Z),UBE2Z HOYS7,354,Q96MA6; P49368; Q9H8Y8; Q6NT76; Q0VD86; Q9Y2H5; Q9H8W4; Q04864; O75382; O15205
UBE2Z,D3DTW2,unreviewed,D3DTW2_HUMAN,"Ubiquitin-conjugating enzyme E2Z (Putative), isoform CRA_a",UBE2Z hCG_27511,299,
UBE2Z,D6RB11,unreviewed,D6RB11_HUMAN,Ubiquitin conjugating enzyme E2 Z,UBE2Z,180,
UBE2Z,H0Y9X8,unreviewed,H0Y9X8_HUMAN,Ubiquitin conjugating enzyme E2 Z,UBE2Z,129,
UBE2Z,I3L286,unreviewed,I3L286_HUMAN,Ubiquitin conjugating enzyme E2 Z,UBE2Z,70,
UBE2Z,I3L3V3,unreviewed,I3L3V3_HUMAN,Ubiquitin conjugating enzyme E2 Z,UBE2Z,47,
UBE2Z,I3L4C5,unreviewed,I3L4C5_HUMAN,Ubiquitin conjugating enzyme E2 Z,UBE2Z,100,
CCL4L1,Q8NHW4,reviewed,CC4L_HUMAN,C-C motif chemokine 4-like (Lymphocyte activation gene 1 protein) (LAG-1) (Macrophage inflammatory protein 1-beta) (MIP-1-beta) (Monocyte adherence-induced protein 5-alpha) (Small-inducible cytokine A4-like),CCL4L1 CCL4L LAG1 SCYA4L1; CCL4L2 CCL4L SCYA4L2,92,Q13520; Q3SXY8; Q7RTX7; Q9HA82; P58418; P21964; O75208; Q7Z7G2; Q96BA8; Q15125; Q9GZR5; P60508; Q5JX71; O00258; Q8TDT2; O15529; Q9NQX7-3; Q8N5M9; Q5SR56; Q6N075; Q6IN84; Q9H6H4; Q86VR2; O95470; Q12908; P54219-3; Q9BRI3; P30825; Q8TBB6; Q8WWF3; Q7Z7N9; Q9NW97; Q9H7M9
JUNB,P17275,reviewed,JUNB_HUMAN,Transcription factor JunB (Transcription factor AP-1 subunit JunB),JUNB,347,P15336; P18847; P18848; P17544; Q16520; Q8N1L9; Q9NR55; P28329-3; P35638; P22607; P01100; Q6FG41; P53539; P15407; P15408; Q8WYK2; P56279; Q86XI8; P0C746; Q9DGW5
JUNB,Q5U079,unreviewed,Q5U079_HUMAN,"Jun B proto-oncogene (cDNA, FLJ94337, Homo sapiens jun B proto-oncogene (JUNB), mRNA)",JUNB hCG_172481,347,
JUNB,Q6IBG3,unreviewed,Q6IBG3_HUMAN,Ribonuclease (EC 3.1.26.4),JUNB,299,
SPIN1,Q9H2V7,reviewed,SPNS1_HUMAN,Protein spinster homolog 1 (HSpin1) (Spinster-like protein 1) (Spns1),SPNS1 SPIN1 PP20300,528,Q07817
SPIN1,Q9Y657,reviewed,SPIN1_HUMAN,Spindlin-1 (Ovarian cancer-related protein) (Spindlin1),SPIN1 OCR SPIN,262,P04792
SPIN1,A0A024QZ93,unreviewed,A0A024QZ93_HUMAN,"Spinster, isoform CRA_f",SPIN1 hCG_2002366,455,
SPIN1,H3BMF4,unreviewed,H3BMF4_HUMAN,"Sphingolipid transporter 1 (putative) (Spinster, isoform CRA_a)",SPNS1 SPIN1 hCG_2002366,573,
SOCS3,O14543,reviewed,SOCS3_HUMAN,Suppressor of cytokine signaling 3 (SOCS-3) (Cytokine-inducible SH2 protein 3) (CIS-3) (STAT-induced STAT inhibitor 3) (SSI-3),SOCS3 CIS3 SSI3,225,P51451; Q13480; Q8N8K9; P10721; Q66K74; I6L996; O95863; P42681; P07947
SOCS3,K7EIF6,unreviewed,K7EIF6_HUMAN,Suppressor of cytokine signaling 3,SOCS3,15,
SOCS3,Q6FI39,unreviewed,Q6FI39_HUMAN,Suppressor of cytokine signaling 3,SOCS3 hCG_1776363,225,
MOS,P00540,reviewed,MOS_HUMAN,Proto-oncogene serine/threonine-protein kinase mos (EC 2.7.11.1) (Oocyte maturation factor mos) (Proto-oncogene c-Mos),MOS,346,P35609; Q9NWX5; Q8WXE1; Q8TD16-2; Q96GS4; Q13137; Q8NA61; Q8NA61-2; Q68D86; Q96JN2-2; O95273; Q16543; Q8WWB3; Q86YF9; Q13451; P14136; Q08379; Q9NYA3; A6NEM1; O75791; Q9NSC5; P07900; P08238; Q13422-7; Q8NC69; Q92845; Q9BVG8; A1A4E9; P19012; Q7Z3Y8; Q15323; Q14525; O76011; Q6A162; Q8IUG1; Q9BRK4; P36507; Q6FHY5; Q9UJV3-2; Q8TD10; Q96QG7; Q5JR59-3; P0DPK4; Q9NRD5; Q15172; O43586; P53992; Q9Y2D8; Q9UNE7; Q05BL1; Q13077; Q12933; P14373; Q8N6Y0; Q8N680
AGFG2,O95081,reviewed,AGFG2_HUMAN,Arf-GAP domain and FG repeat-containing protein 2 (HIV-1 Rev-binding protein-like protein) (Rev/Rex activation domain-binding protein related) (RAB-R),AGFG2 HRBL RABR,481,
AGFG2,A0A0C4DG34,unreviewed,A0A0C4DG34_HUMAN,"ArfGAP with FG repeats 2 (HIV-1 Rev binding protein-like, isoform CRA_c)",AGFG2 HRBL hCG_20457,155,
AGFG2,H7BZA5,unreviewed,H7BZA5_HUMAN,ArfGAP with FG repeats 2,AGFG2,223,
COX4I1,P13073,reviewed,COX41_HUMAN,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1) (COX IV-1)",COX4I1 COX4,169,O14901; P00395; O00560
COX4I1,H3BN72,unreviewed,H3BN72_HUMAN,Cytochrome c oxidase subunit 4,COX4I1,126,
COX4I1,H3BNI5,unreviewed,H3BNI5_HUMAN,Cytochrome c oxidase subunit 4I1,COX4I1,43,
COX4I1,H3BNV9,unreviewed,H3BNV9_HUMAN,Cytochrome c oxidase subunit 4,COX4I1,139,
COX4I1,H3BPG0,unreviewed,H3BPG0_HUMAN,Cytochrome c oxidase subunit 4,COX4I1,108,
COX4I1,H3BPR4,unreviewed,H3BPR4_HUMAN,Cytochrome c oxidase subunit 4I1,COX4I1,42,
COX4I1,Q86WV2,unreviewed,Q86WV2_HUMAN,COX4I1 protein (Cytochrome c oxidase subunit 4I1),COX4I1,83,
GPR1,P46091,reviewed,CML2_HUMAN,Chemerin-like receptor 2 (Chemerin chemokine-like receptor 2) (Chemokine-like receptor 2) (G-protein coupled receptor 1),CMKLR2 GPR1,355,PRO_0000041304 [P08563]
BRAF,P15056,reviewed,BRAF_HUMAN,Serine/threonine-protein kinase B-raf (EC 2.7.11.1) (Proto-oncogene B-Raf) (p94) (v-Raf murine sarcoma viral oncogene homolog B1),BRAF BRAF1 RAFB1,766,P15056; P01112; P08238; P46940; Q02750; P36507; Q13233; P01111; Q02156; P04049; Q15349; P31947; Q13114; P31946; P63104; Q61097; P29678; Q99N57; Q8CGE9
BRAF,A0A0C4LC38,unreviewed,A0A0C4LC38_HUMAN,BRAF protein,BRAF,40,
BRAF,A0A1X9T4I6,unreviewed,A0A1X9T4I6_HUMAN,B-Raf serine/threonine-protein,BRAF,39,
BRAF,A0A2R8Y467,unreviewed,A0A2R8Y467_HUMAN,"B-Raf proto-oncogene, serine/threonine kinase",BRAF,300,
BRAF,A0A2R8Y492,unreviewed,A0A2R8Y492_HUMAN,"B-Raf proto-oncogene, serine/threonine kinase",BRAF,411,
BRAF,A0A2R8Y679,unreviewed,A0A2R8Y679_HUMAN,"B-Raf proto-oncogene, serine/threonine kinase",BRAF,274,
BRAF,A0A2R8Y8E0,unreviewed,A0A2R8Y8E0_HUMAN,non-specific serine/threonine protein kinase (EC 2.7.11.1),BRAF,807,
BRAF,A0A2R8YDP5,unreviewed,A0A2R8YDP5_HUMAN,non-specific serine/threonine protein kinase (EC 2.7.11.1),BRAF,584,
BRAF,A0A2R8YES9,unreviewed,A0A2R8YES9_HUMAN,"B-Raf proto-oncogene, serine/threonine kinase",BRAF,172,
BRAF,A0A2U3TZI2,unreviewed,A0A2U3TZI2_HUMAN,non-specific serine/threonine protein kinase (EC 2.7.11.1),BRAF,806,
BRAF,E2I6F4,unreviewed,E2I6F4_HUMAN,Serine/threonine-protein kinase B-raf variant (EC 2.7.11.1),BRAF,100,
BRAF,E5FF37,unreviewed,E5FF37_HUMAN,B-Raf serine/threonine-protein (BRAF protein),BRAF,39,
BRAF,F1CC75,unreviewed,F1CC75_HUMAN,V-raf murine sarcoma viral oncogene-like protein B1 (EC 2.7.11.1),BRAF,18,
BRAF,H7C4S5,unreviewed,H7C4S5_HUMAN,"B-Raf proto-oncogene, serine/threonine kinase",BRAF,231,
BRAF,H7C560,unreviewed,H7C560_HUMAN,non-specific serine/threonine protein kinase (EC 2.7.11.1),BRAF,767,
BRAF,H7C5K3,unreviewed,H7C5K3_HUMAN,"B-Raf proto-oncogene, serine/threonine kinase",BRAF,209,
BRAF,Q75MQ8,unreviewed,Q75MQ8_HUMAN,Uncharacterized protein BRAF,BRAF,46,
APOL5,Q9BWW9,reviewed,APOL5_HUMAN,Apolipoprotein L5 (Apolipoprotein L-V) (ApoL-V),APOL5,433,
APOL5,A0A0G2JME4,unreviewed,A0A0G2JME4_HUMAN,Apolipoprotein L5,APOL5,433,
VIPR1,P32241,reviewed,VIPR1_HUMAN,Vasoactive intestinal polypeptide receptor 1 (VIP-R-1) (Pituitary adenylate cyclase-activating polypeptide type II receptor) (PACAP type II receptor) (PACAP-R-2) (PACAP-R2) (VPAC1),VIPR1,457,Q9NQX1-2; PRO_0000011460 [P01282]
VIPR1,A0A024R2N2,unreviewed,A0A024R2N2_HUMAN,"Vasoactive intestinal peptide receptor 1, isoform CRA_b",VIPR1 hCG_28852,416,
VIPR1,C9JDT8,unreviewed,C9JDT8_HUMAN,Vasoactive intestinal peptide receptor 1,VIPR1,219,
VIPR1,C9JH33,unreviewed,C9JH33_HUMAN,Vasoactive intestinal peptide receptor 1,VIPR1,126,
VIPR1,F2Z2U6,unreviewed,F2Z2U6_HUMAN,Vasoactive intestinal peptide receptor 1,VIPR1,45,
STAR,P25092,reviewed,GUC2C_HUMAN,Guanylyl cyclase C (GC-C) (EC 4.6.1.2) (Heat-stable enterotoxin receptor) (STA receptor) (hSTAR) (Intestinal guanylate cyclase),GUCY2C GUC2C STAR,1073,Q86UT5-2
STAR,P49675,reviewed,STAR_HUMAN,"Steroidogenic acute regulatory protein, mitochondrial (StAR) (START domain-containing protein 1) (StARD1)",STAR STARD1,285,Q6RW13-2; Q8IZR5-2; Q6ZPD8; P42858; G5E962; P43364; P43364-2; Q15276; O60906; Q9UNK0
